request_idx,bandit_reward_mean,bandit_reward_std,oracle_reward
184,0.953433317366848,3.3306690738754696e-16,0.9898247027779808
185,0.9548673049210893,3.3306690738754696e-16,0.9898315771788444
186,0.9562450576692819,3.3306690738754696e-16,0.9898381819953603
187,0.9575687808979375,3.3306690738754696e-16,0.9898445277994639
188,0.9588405934117439,3.3306690738754696e-16,0.9898506247485045
189,0.9600625309250088,3.3306690738754696e-16,0.9898564826015044
190,0.9596679218691262,7.771561172376096e-16,0.9898621107347787
191,0.9608574151291605,3.3306690738754696e-16,0.9898675181569443
192,0.9620002615946837,3.3306690738754696e-16,0.9898727135233386
193,0.9630982905517549,3.3306690738754696e-16,0.9898777051498744
194,0.9641532595497253,3.3306690738754696e-16,0.9898825010263499
195,0.965166857214442,3.3306690738754696e-16,0.9898871088292381
196,0.9661407059511306,3.3306690738754696e-16,0.9898915359339739
197,0.9635469527765764,7.771561172376096e-16,0.9898957894267593
198,0.964584327177495,3.3306690738754696e-16,0.989899876115906
199,0.965581020229358,3.3306690738754696e-16,0.9899038025427332
200,0.9665386272791872,3.3306690738754696e-16,0.9899075749920379
201,0.9674586811113759,3.3306690738754696e-16,0.989911199502154
202,0.9683426544011259,3.3306690738754696e-16,0.9899146818746186
203,0.965662550306964,7.771561172376096e-16,0.9899180276834572
204,0.9666169600988478,3.3306690738754696e-16,0.9899212422841059
205,0.9675339420557557,3.3306690738754696e-16,0.9899243308219842
206,0.9684149639359222,3.3306690738754696e-16,0.9899272982407299
207,0.9692614359384351,3.3306690738754696e-16,0.989930149290113
208,0.9645845168820258,7.771561172376096e-16,0.989932888533638
209,0.9620517907297895,7.771561172376096e-16,0.9899355203558483
210,0.9631477989364645,3.3306690738754696e-16,0.9899380489693445
211,0.9642008264291522,3.3306690738754696e-16,0.9899404784215271
212,0.9652125587260482,3.3306690738754696e-16,0.9899428126010751
213,0.9661846152465954,3.3306690738754696e-16,0.9899450552441702
214,0.9671185519035916,3.3306690738754696e-16,0.9899472099404772
215,0.9680158635936469,3.3306690738754696e-16,0.9899492801388899
216,0.9688779865899745,3.3306690738754696e-16,0.9899512691530512
217,0.9697063008413481,3.3306690738754696e-16,0.9899531801666571
218,0.9705021321809031,3.3306690738754696e-16,0.989955016238553
219,0.9712667544483187,3.3306690738754696e-16,0.9899567803076293
220,0.9720013915287768,3.3306690738754696e-16,0.9899584751975262
221,0.9727072193119621,3.3306690738754696e-16,0.9899601036211527
222,0.9733853675742382,3.3306690738754696e-16,0.9899616681850291
223,0.9740369217870132,3.3306690738754696e-16,0.9899631713934594
224,0.9746629248541891,3.3306690738754696e-16,0.9899646156525395
225,0.9752643787814759,3.3306690738754696e-16,0.9899660032740085
226,0.9758422462802415,3.3306690738754696e-16,0.9899673364789494
227,0.9728680405437614,7.771561172376096e-16,0.9899686174013436
228,0.9351085095420453,5.204170427930421e-18,0.989969848091487
229,0.9372611170109847,3.3306690738754696e-16,0.9899710305192719
230,0.93932930850075,3.3306690738754696e-16,0.9899721665773398
231,0.9413163944418971,3.3306690738754696e-16,0.9899732580841107
232,0.9318530064245678,1.1102230246251565e-16,0.9899743067866946
233,0.9286430846039966,7.771561172376096e-16,0.989975314363687
234,0.9310492381489379,3.3306690738754696e-16,0.9899762824278562
235,0.9333610327313325,3.3306690738754696e-16,0.9899772125287246
236,0.9355821687026529,3.3306690738754696e-16,0.9899781061550492
237,0.9361475738515685,7.771561172376096e-16,0.9899789647372041
238,0.9382594337005267,3.3306690738754696e-16,0.9899797896494706
239,0.9402884755161923,3.3306690738754696e-16,0.9899805822122365
240,0.942237947064577,3.3306690738754696e-16,0.9899813436941096
241,0.9441109687483191,3.3306690738754696e-16,0.9899820753139484
242,0.9459105386013262,3.3306690738754696e-16,0.9899827782428132
243,0.9441101253228429,7.771561172376096e-16,0.9899834536058402
244,0.9459097282513589,3.3306690738754696e-16,0.9899841024840426
245,0.9476387585160115,3.3306690738754696e-16,0.9899847259160409
246,0.9492999836722464,3.3306690738754696e-16,0.9899853248997256
247,0.9508960627439231,3.3306690738754696e-16,0.989985900393854
248,0.9524295504794555,3.3306690738754696e-16,0.9899864533195852
249,0.9539029014410456,3.3306690738754696e-16,0.9899869845619544
